hostname,keypath,type,valuename,username,path,text
ET715MSY,Classes\CLSID\{71F96464-78F3-11D0-A18C-00A0C9118956}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{71F96464-78F3-11D0-A18C-00A0C9118956}\InProcServer32\,C:\Windows\System32\kswdmcap.ax
ET715MSY,Classes\CLSID\{146855FA-309F-3D0E-BB3E-DF525F30A715}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{146855FA-309F-3D0E-BB3E-DF525F30A715}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,Classes\CLSID\{9ED96B22-73AA-11D2-952C-0060081840BC}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{9ED96B22-73AA-11D2-952C-0060081840BC}\InProcServer32\,C:\Windows\System32\qedit.dll
ET715MSY,Classes\CLSID\{CD3AFA76-B84F-48F0-9393-7EDC34128127}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CD3AFA76-B84F-48F0-9393-7EDC34128127}\InProcServer32\,%SystemRoot%\system32\wmp.dll
ET715MSY,Classes\CLSID\{4487FB5A-9D22-4718-AA9F-C6ED6C4EC169}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{4487FB5A-9D22-4718-AA9F-C6ED6C4EC169}\InProcServer32\,C:\Windows\System32\SrhInproc.dll
ET715MSY,Classes\CLSID\{267cf8a9-f4e3-41e6-95b1-af881be130ff}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{267cf8a9-f4e3-41e6-95b1-af881be130ff}\InProcServer32\,%SystemRoot%\system32\windows.storage.dll
ET715MSY,Classes\CLSID\{92BF3D3E-E9D0-48a7-A459-98992E92A96B}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{92BF3D3E-E9D0-48a7-A459-98992E92A96B}\InProcServer32\,C:\Windows\System32\SrhInproc.dll
ET715MSY,Classes\CLSID\{a47286bf-d624-4a30-acdf-2705bd3de0c3}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{a47286bf-d624-4a30-acdf-2705bd3de0c3}\InProcServer32\,C:\Windows\System32\winmde.dll
ET715MSY,Classes\CLSID\{32665929-D77E-4ab5-8C08-FBF409B8A233}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{32665929-D77E-4ab5-8C08-FBF409B8A233}\InProcServer32\,%SystemRoot%\system32\UIRibbon.dll
ET715MSY,Classes\CLSID\{34e5efee-eb08-4714-878a-11bbcbfc592b}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{34e5efee-eb08-4714-878a-11bbcbfc592b}\InProcServer32\,C:\Windows\System32\IME\IMEJP\imjpcmld.dll
ET715MSY,Classes\CLSID\{e2550429-5df2-48cd-9ea3-26ff682d8a17}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{e2550429-5df2-48cd-9ea3-26ff682d8a17}\InProcServer32\,%SystemRoot%\system32\shell32.dll
ET715MSY,Classes\CLSID\{CC89BA65-661C-494a-85C0-5D697DFEB30C}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CC89BA65-661C-494a-85C0-5D697DFEB30C}\InProcServer32\,%SystemRoot%\system32\shell32.dll
ET715MSY,Classes\CLSID\{1B9A0947-4903-45FE-9B96-FE0E80C35D9C}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{1B9A0947-4903-45FE-9B96-FE0E80C35D9C}\InProcServer32\,C:\Windows\System32\Windows.Devices.Sensors.dll
ET715MSY,Classes\CLSID\{D51BD5A1-7548-11CF-A520-0080C77EF58A}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D51BD5A1-7548-11CF-A520-0080C77EF58A}\InProcServer32\,C:\Windows\System32\quartz.dll
ET715MSY,Classes\CLSID\{F074C547-461C-4146-B35A-F1F845AF413B}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{F074C547-461C-4146-B35A-F1F845AF413B}\InProcServer32\,C:\Windows\System32\LocationWinPalMisc.dll
ET715MSY,Classes\CLSID\{07C45BB1-4A8C-4642-A1F5-237E7215FF66}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{07C45BB1-4A8C-4642-A1F5-237E7215FF66}\InProcServer32\,C:\Windows\System32\ieframe.dll
ET715MSY,Classes\CLSID\{11D5C91F-0A98-11D1-BB10-00C04FC9A3A3}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{11D5C91F-0A98-11D1-BB10-00C04FC9A3A3}\InProcServer32\,C:\Windows\System32\mycomput.dll
ET715MSY,Classes\CLSID\{3050f4f8-98b5-11cf-bb82-00aa00bdce0b}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{3050f4f8-98b5-11cf-bb82-00aa00bdce0b}\InProcServer32\,C:\Windows\System32\mshtml.dll
ET715MSY,Classes\CLSID\{11F11442-3359-410C-875E-D21984507B62}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{11F11442-3359-410C-875E-D21984507B62}\InProcServer32\,C:\Windows\System32\usoapi.dll
ET715MSY,Classes\CLSID\{48F4CE0C-BC11-4C9B-A165-2097308F9C25}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{48F4CE0C-BC11-4C9B-A165-2097308F9C25}\InProcServer32\,%SystemRoot%\System32\wpncore.dll
ET715MSY,Wow6432Node\Classes\CLSID\{41B23C28-488E-4E5C-ACE2-BB0BBABE99E8}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{41B23C28-488E-4E5C-ACE2-BB0BBABE99E8}\InProcServer32\,C:\Windows\SysWOW64\hhctrl.ocx
ET715MSY,Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DllNXOptions\,REG_DWORD,jvm_g.dll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\DllNXOptions\jvm_g.dll,1
ET715MSY,Classes\CLSID\{01D0A625-782D-4777-8D4E-547E6457FAD5}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{01D0A625-782D-4777-8D4E-547E6457FAD5}\InProcServer32\,C:\Windows\System32\wercplsupport.dll
ET715MSY,Classes\CLSID\{B406AC70-4D7E-3D24-B241-AEAEAC343BD9}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{B406AC70-4D7E-3D24-B241-AEAEAC343BD9}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,Classes\CLSID\{E1D0AB13-2FE6-4DF0-8917-ED80CF0FEF6B}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E1D0AB13-2FE6-4DF0-8917-ED80CF0FEF6B}\InProcServer32\,%CommonProgramFiles%\Microsoft Shared\Ink\InkObj.dll
ET715MSY,Classes\CLSID\{01fe4a1f-cc5c-44ab-a1e6-cfbd9249146d}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{01fe4a1f-cc5c-44ab-a1e6-cfbd9249146d}\InProcServer32\,C:\Windows\System32\IME\IMEJP\imjpapi.dll
ET715MSY,Wow6432Node\Classes\CLSID\{212BFFFB-DAB9-4EEF-AF58-3366DAAF4C4F}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{212BFFFB-DAB9-4EEF-AF58-3366DAAF4C4F}\InProcServer32\,C:\Windows\SysWOW64\SyncController.dll
ET715MSY,Classes\CLSID\{30655864-f8cd-45f9-b7d6-6721acb69c5e}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{30655864-f8cd-45f9-b7d6-6721acb69c5e}\InProcServer32\,%SystemRoot%\system32\netcorehc.dll
ET715MSY,Classes\CLSID\{C0CD7D12-31FC-4BBC-B363-7322EE3E1879}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C0CD7D12-31FC-4BBC-B363-7322EE3E1879}\InProcServer32\,C:\Windows\System32\MSAlacDecoder.dll
ET715MSY,Wow6432Node\Classes\CLSID\{2F4C0E0C-80AD-4105-9A0F-4BA90BB64296}\InProcServer32,REG_SZ,,BUILTIN\Administrators,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{2F4C0E0C-80AD-4105-9A0F-4BA90BB64296}\InProcServer32\,C:\Program Files (x86)\Common Files\McAfee\Platform\mcbr3264.dll
ET715MSY,CurrentControlSet\Services\vpci\,REG_EXPAND_SZ,ImagePath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\vpci\ImagePath,\SystemRoot\System32\drivers\vpci.sys
ET715MSY,Classes\CLSID\{D74DFA88-D5E3-41F6-B677-66FFB6591B00}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{D74DFA88-D5E3-41F6-B677-66FFB6591B00}\InProcServer32\,%SystemRoot%\system32\ShareHost.dll
ET715MSY,Classes\CLSID\{0955AC62-BF2E-4CBA-A2B9-A63F772D46CF}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{0955AC62-BF2E-4CBA-A2B9-A63F772D46CF}\InProcServer32\,C:\Windows\System32\msvidctl.dll
ET715MSY,Wow6432Node\Classes\CLSID\{366F6FDF-839D-4ED5-BFC6-7301A42A2F20}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{366F6FDF-839D-4ED5-BFC6-7301A42A2F20}\InProcServer32\,C:\Windows\SysWOW64\FSClient.dll
ET715MSY,Classes\CLSID\{76D0CB12-7604-4048-B83C-1005C7DDC503}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{76D0CB12-7604-4048-B83C-1005C7DDC503}\InProcServer32\,%ProgramFiles%\Windows Photo Viewer\PhotoViewer.dll
ET715MSY,Classes\CLSID\{A38E6420-19EC-490c-B4BF-51673C360213}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{A38E6420-19EC-490c-B4BF-51673C360213}\InProcServer32\,%SystemRoot%\system32\explorerframe.dll
ET715MSY,Wow6432Node\Classes\CLSID\{1D49F57D-47D2-4AEE-A69B-593EC558773F}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{1D49F57D-47D2-4AEE-A69B-593EC558773F}\InProcServer32\,C:\Windows\SysWOW64\Windows.Globalization.dll
ET715MSY,Classes\CLSID\{CF3D2E50-53F2-11D2-960C-00C04F8EE628}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CF3D2E50-53F2-11D2-960C-00C04F8EE628}\InProcServer32\,%SystemRoot%\System32\Speech\Common\sapi.dll
ET715MSY,Microsoft\Active Setup\Installed Components\{89820200-ECBD-11cf-8B85-00AA005B4340}\,REG_SZ,StubPath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Active Setup\Installed Components\{89820200-ECBD-11cf-8B85-00AA005B4340}\StubPath,U
ET715MSY,Classes\CLSID\{888DCA60-FC0A-11CF-8F0F-00C04FD7D062}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{888DCA60-FC0A-11CF-8F0F-00C04FD7D062}\InProcServer32\,%SystemRoot%\system32\zipfldr.dll
ET715MSY,Classes\CLSID\{88c524ca-551b-4c01-9a42-cdb16b745291}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{88c524ca-551b-4c01-9a42-cdb16b745291}\InProcServer32\,C:\Windows\System32\IME\IMEJP\imjpapi.dll
ET715MSY,Classes\CLSID\{F89E9E58-BD2F-4008-9AC2-0F816C09F4EE}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{F89E9E58-BD2F-4008-9AC2-0F816C09F4EE}\InProcServer32\,%SystemRoot%\system32\softkbd.dll
ET715MSY,CurrentControlSet\Services\NetSetupSvc\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\NetSetupSvc\Parameters\ServiceDll,%SystemRoot%\System32\NetSetupSvc.dll
ET715MSY,Classes\CLSID\{ba818ce5-b55f-443f-ad39-2fe89be6191f}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{ba818ce5-b55f-443f-ad39-2fe89be6191f}\InProcServer32\,C:\Windows\System32\FunDisc.dll
ET715MSY,Classes\CLSID\{053C9CB8-5BA1-4F47-A6F1-D1D748C7DA93}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{053C9CB8-5BA1-4F47-A6F1-D1D748C7DA93}\InProcServer32\,C:\Windows\System32\BcastDVRHelper.dll
ET715MSY,Classes\CLSID\{09a28848-0e97-4cef-b950-cea037161155}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{09a28848-0e97-4cef-b950-cea037161155}\InProcServer32\,%SystemRoot%\system32\shell32.dll
ET715MSY,Classes\CLSID\{f270c64a-ffb8-4ae4-85fe-3a75e5347966}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{f270c64a-ffb8-4ae4-85fe-3a75e5347966}\InProcServer32\,%SystemRoot%\system32\activeds.dll
ET715MSY,Classes\CLSID\{C0E13E61-0CC6-11d1-BBB6-0060978B2AE6}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C0E13E61-0CC6-11d1-BBB6-0060978B2AE6}\InProcServer32\,%SystemRoot%\System32\DATACLEN.DLL
ET715MSY,Classes\CLSID\{27c98999-2895-4829-b080-5a8b65bd3db0}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{27c98999-2895-4829-b080-5a8b65bd3db0}\InProcServer32\,%SystemRoot%\System32\AUDIOENG.dll
ET715MSY,Classes\CLSID\{c8e6f269-b90a-4053-a3be-499afcec98c4}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{c8e6f269-b90a-4053-a3be-499afcec98c4}\InProcServer32\,%SystemRoot%\System32\hcproviders.dll
ET715MSY,Classes\CLSID\{FCDECE00-A39D-11D0-ABE7-00AA0064D470}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{FCDECE00-A39D-11D0-ABE7-00AA0064D470}\InProcServer32\,C:\Windows\System32\scripto.dll
ET715MSY,Classes\CLSID\{E26B366D-F998-43ce-836F-CB6D904432B0}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E26B366D-F998-43ce-836F-CB6D904432B0}\InProcServer32\,%CommonProgramFiles%\Microsoft Shared\Ink\rtscom.dll
ET715MSY,Classes\CLSID\{3240F7D1-E591-4807-8370-08625D21CAAB}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{3240F7D1-E591-4807-8370-08625D21CAAB}\InProcServer32\,C:\Windows\System32\Windows.Energy.dll
ET715MSY,Classes\CLSID\{9C62D90D-9C14-400a-942A-404ABA5E1F38}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{9C62D90D-9C14-400a-942A-404ABA5E1F38}\InProcServer32\,%SystemRoot%\System32\coredpus.dll
ET715MSY,Classes\CLSID\{7071EC31-663B-4bc1-A1FA-B97F3B917C55}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7071EC31-663B-4bc1-A1FA-B97F3B917C55}\InProcServer32\,%SystemRoot%\system32\connect.dll
ET715MSY,Classes\CLSID\{623E2882-FC0E-11d1-9A77-0000F8756A10}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{623E2882-FC0E-11d1-9A77-0000F8756A10}\InProcServer32\,C:\Windows\System32\Dxtmsft.dll
ET715MSY,Classes\CLSID\{f83cbf45-1c37-4ca1-a78a-28bcb91642ec}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{f83cbf45-1c37-4ca1-a78a-28bcb91642ec}\InProcServer32\,%SystemRoot%\system32\shell32.dll
ET715MSY,Classes\CLSID\{2A3EFC7B-7CEB-496A-9E69-DC40AD179F51}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{2A3EFC7B-7CEB-496A-9E69-DC40AD179F51}\InProcServer32\,C:\Windows\System32\Windows.UI.Immersive.dll
ET715MSY,Classes\CLSID\{C274CC5B-44A9-4093-A686-71F88079C450}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C274CC5B-44A9-4093-A686-71F88079C450}\InProcServer32\,C:\Windows\System32\LocationFramework.dll
ET715MSY,Classes\CLSID\{819d1334-9d74-4254-9ac8-dc745ebc5386}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{819d1334-9d74-4254-9ac8-dc745ebc5386}\InProcServer32\,%SystemRoot%\system32\shell32.dll
ET715MSY,Classes\CLSID\{05d7b0f4-2121-4eff-bf6b-ed3f69b894d8}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{05d7b0f4-2121-4eff-bf6b-ed3f69b894d8}\InProcServer32\,%SystemRoot%\System32\taskbarcpl.dll
ET715MSY,Microsoft\Active Setup\Installed Components\{2C7339CF-2B09-4501-B3F3-F3508C9228ED}\,REG_SZ,StubPath,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Active Setup\Installed Components\{2C7339CF-2B09-4501-B3F3-F3508C9228ED}\StubPath,/UserInstall
ET715MSY,Classes\CLSID\{E7F328B1-6095-41B0-94B7-3DD278EADAA1}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E7F328B1-6095-41B0-94B7-3DD278EADAA1}\InProcServer32\,%SystemRoot%\system32\sqlcecompact40.dll
ET715MSY,Classes\CLSID\{1BAC8681-2965-4FFC-92D1-170CA4099E01}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{1BAC8681-2965-4FFC-92D1-170CA4099E01}\InProcServer32\,C:\Windows\System32\usermgrproxy.dll
ET715MSY,Classes\CLSID\{21FE04BD-0FCE-4d3f-A89E-D00CB1421371}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{21FE04BD-0FCE-4d3f-A89E-D00CB1421371}\InProcServer32\,C:\Windows\System32\SrhInproc.dll
ET715MSY,Classes\CLSID\{06290BD1-48AA-11D2-8432-006008C3FBFC}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{06290BD1-48AA-11D2-8432-006008C3FBFC}\InProcServer32\,C:\Windows\System32\scrobj.dll
ET715MSY,Classes\CLSID\{1d6f0f8f-857d-4011-9eb2-69776d1916f0}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{1d6f0f8f-857d-4011-9eb2-69776d1916f0}\InProcServer32\,C:\Windows\System32\MbSmsApi.dll
ET715MSY,Classes\CLSID\{477EC299-1421-4bdd-971F-7CCB933F21AD}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{477EC299-1421-4bdd-971F-7CCB933F21AD}\InProcServer32\,%SystemRoot%\System32\mfcore.dll
ET715MSY,Classes\CLSID\{7888E5FE-6C66-4A34-B217-FA2292073F4A}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{7888E5FE-6C66-4A34-B217-FA2292073F4A}\InProcServer32\,C:\Windows\System32\wmpps.dll
ET715MSY,Wow6432Node\Classes\CLSID\{3F4F9726-2972-4DD4-AB7C-D119F36803B0}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{3F4F9726-2972-4DD4-AB7C-D119F36803B0}\InProcServer32\,C:\Windows\SysWOW64\fingerprintcredential.dll
ET715MSY,Classes\CLSID\{C016A313-9606-36D3-A823-33EBF5006189}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{C016A313-9606-36D3-A823-33EBF5006189}\InProcServer32\,C:\Windows\System32\mscoree.dll
ET715MSY,Classes\CLSID\{F3364BA0-65B9-11CE-A9BA-00AA004AE837}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{F3364BA0-65B9-11CE-A9BA-00AA004AE837}\InProcServer32\,%SystemRoot%\system32\windows.storage.dll
ET715MSY,Classes\CLSID\{79FD7442-008F-42D9-ADFA-377C441D2DB1}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{79FD7442-008F-42D9-ADFA-377C441D2DB1}\InProcServer32\,C:\Windows\System32\wlidcli.dll
ET715MSY,Classes\CLSID\{A5FA505C-DB54-403c-A744-9B3919EF096F}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{A5FA505C-DB54-403c-A744-9B3919EF096F}\InProcServer32\,C:\Windows\System32\Windows.Media.Streaming.ps.dll
ET715MSY,Classes\CLSID\{1A32449E-4C06-4d34-B674-452A952511CE}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{1A32449E-4C06-4d34-B674-452A952511CE}\InProcServer32\,C:\Windows\System32\SrhInproc.dll
ET715MSY,Classes\CLSID\{5c491dc5-218e-47c6-9857-d626c0713d09}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{5c491dc5-218e-47c6-9857-d626c0713d09}\InProcServer32\,%SystemRoot%\System32\PhonePlatformAbstraction.dll
ET715MSY,Classes\CLSID\{03022430-ABC4-11D0-BDE2-00AA001A1953}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{03022430-ABC4-11D0-BDE2-00AA001A1953}\InProcServer32\,C:\Windows\System32\oleacc.dll
ET715MSY,Wow6432Node\Classes\CLSID\{4DB1AD10-3391-11D2-9A33-00C04FA36145}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Wow6432Node\Classes\CLSID\{4DB1AD10-3391-11D2-9A33-00C04FA36145}\InProcServer32\,C:\Windows\SysWOW64\sti.dll
ET715MSY,Classes\CLSID\{E230022C-8258-41a4-AFF4-A917FE75C58B}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{E230022C-8258-41a4-AFF4-A917FE75C58B}\InProcServer32\,C:\Windows\System32\SrhInproc.dll
ET715MSY,Classes\CLSID\{CD000005-8B95-11D1-82DB-00C04FB1625D}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{CD000005-8B95-11D1-82DB-00C04FB1625D}\InProcServer32\,C:\Windows\System32\cdosys.dll
ET715MSY,Classes\CLSID\{797B2BFB-AB33-4850-8126-9A07C20FC628}\InProcServer32,REG_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{797B2BFB-AB33-4850-8126-9A07C20FC628}\InProcServer32\,C:\Windows\System32\Windows.Devices.LowLevel.dll
ET715MSY,CurrentControlSet\Services\WinRM\Parameters\,REG_EXPAND_SZ,ServiceDll,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WinRM\Parameters\ServiceDll,%SystemRoot%\system32\WsmSvc.dll
ET715MSY,Classes\CLSID\{72A7994A-3092-4054-B6BE-08FF81AEEFFC}\InProcServer32,REG_EXPAND_SZ,,NT AUTHORITY\SYSTEM,HKEY_LOCAL_MACHINE\Software\Classes\CLSID\{72A7994A-3092-4054-B6BE-08FF81AEEFFC}\InProcServer32\,%SystemRoot%\System32\shpafact.dll
